x,y,z,category
0.08198787996642606,0.40590507907699797,0.9920130921184466,shaking
-0.37835209040968104,0.16444906065329443,-0.4883252149263761,shaking
1.6334922640470548,1.3085419497655038,3.719489100113577,shaking
-0.4872946550199897,0.21062205686169655,-0.3199045972734983,shaking
-0.3838946172184293,0.17651576770263216,-0.2953430223131777,shaking
-0.4027297059773675,0.16914002902366487,-0.2828354628510487,shaking
-0.4061799941672718,0.09751716373691056,0.570209239697127,shaking
-0.40718434239816725,-0.10241642373140064,-0.6791702728152271,shaking
-0.42678004146199394,0.1609420939374152,-0.28808818281743825,shaking
-0.6704185747891975,0.15155039615131996,-2.1183102878646016,shaking
-0.5369655239102153,0.19708796796994624,-1.7102102865822102,shaking
0.13542522893816236,-1.867067444695724,1.931507735527731,shaking
-0.771615986171956,-0.15051732175991742,-0.8956373378375326,shaking
-0.37862760912102067,-0.014916372565105477,0.41047299541945753,shaking
-0.6926543161279225,-0.043693610113592164,-0.600290076522424,shaking
0.979956346676181,1.2386251488239328,-0.23860716699998913,shaking
-0.3992605263811588,0.15214753414319676,-0.29655342704223625,shaking
-0.13537408091187972,0.04795534739496099,1.067053572420285,shaking
-0.40901826034141625,0.13118991903182006,-0.2826864366854743,shaking
-0.2533649513728602,0.13006759244421404,1.8947120455913589,shaking
1.3237630661542794,0.5868844103604313,6.401492323041638,shaking
-0.468700303960841,0.09458156933966728,-0.16381216681540647,shaking
-0.5932671131842848,-0.2825160307836272,-0.7076462076118132,shaking
-0.1339459270809271,0.288908343805518,-0.10972019599299399,shaking
-0.4235180436883139,0.15581567300883908,-0.31150954570272105,shaking
-0.3886905912937352,0.1759570529642347,-0.2414882882605401,shaking
-0.10643927515526576,0.23714996927733503,0.4861892930833254,shaking
-0.07023529944425655,0.3455453540859556,0.5203674658443439,shaking
-0.3978443052925701,0.19592687432102,-0.3784443934633164,shaking
-0.45093468232208744,0.115066914759708,-0.6415485022791116,shaking
0.06630383023266533,0.33109162179428764,-0.4646212798908292,shaking
-0.40912869621771325,0.16671791235794217,-0.2911354282986238,shaking
0.39884783664717505,0.49361932927092256,0.6427783810265165,shaking
-0.4953588595447952,0.19389881877676654,-0.22173042919946953,shaking
-0.14837491141090073,0.383954285780019,0.0052408372870285215,shaking
1.560276216031705,1.5584546188645867,1.1036494835901396,shaking
-0.16758678523627937,0.26370804199973363,1.2346663121646808,shaking
-0.6133529281556784,-0.2260135558978928,0.16229955107413607,shaking
-0.27261099393453814,-0.43133047216719794,2.100448446941907,shaking
-0.2852963059485942,-0.24663008048068097,1.6662359204444026,shaking
-0.4199149727248815,-1.3598008742022798,0.26591971873126685,shaking
-0.3841670380354417,0.18312647740298063,-0.3275221621159265,shaking
-0.3562796551304529,0.1989546297784068,-0.2719639642390545,shaking
-0.2309493473556233,-0.6764198831348545,2.1891224038219423,shaking
-0.48258633145309326,0.08667407065043525,-0.15235441562487223,shaking
-0.38061791487321783,0.1694233176673962,-0.28855369110184165,shaking
-0.9700675932022123,-0.21933700150973057,-1.3518393635108197,shaking
-0.5817492222332865,0.037746228720488224,-0.18725490658190214,shaking
-0.3940991955592199,0.18576874057636775,-0.28255272711837637,shaking
-0.40021847626849316,0.16731346063604238,-0.23199324490201903,shaking
-0.1830839921645875,0.21448064458129001,-1.20139992378197,shaking
-0.28234051848889763,0.1987832132214231,-0.18907453950590544,shaking
1.1437773087885146,1.1609677736574155,2.91760673581588,shaking
-0.08798533863194867,0.4693755717486456,-0.08561525349509576,shaking
-0.4384889817618124,-0.12365003980257186,0.25605394198910075,shaking
-0.594170685473687,-0.07676500941989856,-1.1778612652299612,shaking
-0.3680287846595973,0.08782754441837912,-0.04594356601173394,shaking
1.1403856790182871,0.3998290939138731,1.1431611856580153,shaking
0.24333439579892094,0.632019886745048,0.5945430207361333,shaking
-0.38784003865292993,0.17747508135778844,-0.317107639223923,shaking
-1.9669377974964637,-0.04580680306371767,-0.30112354193717406,shaking
-0.39547855200416004,0.19738348345397957,-0.3008863950652501,shaking
-0.3763146470051889,0.18229889198573296,-0.32429827551156265,shaking
-0.38164422498834943,0.18997739027689953,-0.33330302408492307,shaking
-0.4057193086961298,0.07980915618136555,-0.24746762466564132,shaking
-0.387793402072293,0.17860836221739299,-0.30222429968423675,shaking
-0.26831778413292506,0.1252652986999799,0.8150951025144587,shaking
-0.398797436608022,0.15102312583573912,-0.2706102301772229,shaking
-3.9543739406227476,-1.170079537244571,-2.3047744369452716,shaking
-0.2792350108992567,0.14454184200750442,0.13021071494646844,shaking
-0.1303133288003966,0.5756648998085425,-0.2628677973958816,shaking
-1.8145566905608015,0.8504107107858716,-1.1993237464492992,shaking
-0.7654129326539066,-0.09823721523456959,-0.877613823919402,shaking
-0.46793989838002886,0.10339927483896309,-1.2449577419998858,shaking
-0.6588936843813357,0.2024468149150169,0.007924901162802997,shaking
-0.30743840341694895,0.17502743731673742,-0.2554462814112533,shaking
-0.3594926992063749,0.1448898853210978,-0.33357760509744583,shaking
0.2217522927098805,0.5267234210991069,1.2097753796761617,shaking
0.19519850727302523,0.6431272074298245,0.5412275249900592,shaking
-0.5943621389289446,0.046705243544484285,-0.28818537967213215,shaking
0.16862984250337038,0.5981121289716778,0.6297692108326333,shaking
-0.38608273143193056,0.15602174471420518,-0.27644425577405546,shaking
-1.245698114682938,-2.292881832849942,-0.29740613181139625,shaking
-0.13348334429352648,0.2997334162028002,-0.32857055662407514,shaking
0.672680986078792,0.6246841209246924,0.8289554459276833,shaking
-0.26212495768630134,0.13507161985332275,0.9717055661826428,shaking
-0.4558967585803119,0.2078602735447805,-0.5020718194086188,shaking
-0.5833866736640972,0.03426954445986766,-1.1913579619169221,shaking
-0.6681568906919862,-0.13448016632347232,-0.4642375652499279,shaking
0.11602746212171856,0.5285493454769107,0.6678954645306079,shaking
-0.22727048534126285,0.13388245743548444,1.34317735581939,shaking
-0.4067822062085781,0.14770081833943702,-0.28509374864107795,shaking
0.09373012091037297,0.5502548170698447,0.4041546711371522,shaking
-0.19785876258786797,0.14656612157784507,0.9664627960617024,shaking
-0.3834257498064614,0.16666801064570075,-0.21174093301339475,shaking
-0.6098204945994068,0.3513042324570938,-0.728510351492703,shaking
-0.35622384538854135,0.14797394388980806,-0.3737690018096072,shaking
0.16330830237775765,0.6076184790708029,0.540405263480033,shaking
-0.3955982906608584,0.20891638915924335,0.23302030841770655,shaking
0.5065936392416022,0.13404196959895165,-0.840885644630033,shaking
-0.7529789843460885,-1.8771956385623785,-0.7111611057907433,shaking
-0.3756914513785336,0.2250348526481633,-0.24209671223241194,shaking
-0.4008784911695593,0.1727569512521,-0.29576577342821236,shaking
-0.09271832327410112,0.34447227168904765,-0.8585470012226107,shaking
-0.39242784558697974,0.15334696064431624,-0.28730961914066117,shaking
0.2613760810809807,0.6047670749925543,0.8600084742867247,shaking
-0.44134265009633405,0.23696419862773507,-1.0152835487549854,shaking
-0.4057378314848221,0.19202487920710387,-0.23501495058045777,shaking
1.5918795196384392,1.2330282772363632,0.04822195811768947,shaking
-0.4881742085389686,-0.07002218508535062,-0.36989256751793725,shaking
-0.47878656648243473,0.11154950680674279,0.024271682153647497,shaking
-0.40268585651074024,0.183712719351481,-0.2851607195530406,shaking
-0.39160370698774005,0.23650522596773407,-0.26165404331861664,shaking
-0.5472896729941547,0.06534639810968916,-1.0479629167668973,shaking
-0.43492066629502424,0.24520255420571838,-0.5293419912507248,shaking
-0.612851553768343,-0.48247198979481337,1.1010221042946733,shaking
-0.33082500718771424,0.026075147497822783,-0.04209787586879745,shaking
-0.2992753765673551,-0.22287905970776012,-0.5094923571835018,shaking
-0.6319789542164546,-0.06008333994490353,-0.24948232388494496,shaking
-0.2589193923575558,-0.27741846343322174,-0.9887287362554732,shaking
1.2473965733209587,1.2191243307707471,3.213610217910739,shaking
0.1592008246400625,0.6201980669028686,0.5866360975148084,shaking
0.15757513043220261,0.6557331872435398,0.5436026037682442,shaking
-0.5446366101303202,-0.07458218667230997,-0.7731715214068965,shaking
0.9951677171009289,1.1065435179962175,2.45660850894529,shaking
-0.6247544191441817,-0.10714357805075933,-0.9127055735531928,shaking
1.6486069033473985,-0.23533892332463557,-0.31227828737774904,shaking
1.0225558356920228,0.8124518435640242,0.5614585334882105,shaking
-0.39654183219535283,0.1592775489069291,-0.24502079162341903,shaking
0.2933984517511842,0.8880174832025406,0.4655172534233033,shaking
-0.40821377636873735,0.14666908840109502,-0.28020158189887123,shaking
-0.46231948704459275,0.01911735402012973,-0.9293521699883531,shaking
-0.7147069546318541,0.16850574985583103,-1.1993853294607486,shaking
0.23462921105591117,0.6810738362268807,0.6472570769703303,shaking
0.2778492905385509,0.9688204132728269,0.7180936372515793,shaking
-0.4361473106459147,0.16021583070640277,-1.0734826594886882,shaking
1.0082151348702242,0.253387783837741,2.220489008950702,shaking
-0.3983315191355505,0.16029884464750174,-0.32664126914299857,shaking
-0.21302629290141703,0.12033367057759242,1.1104727849451783,shaking
0.2631203362608807,0.6643965176475622,0.6333986515463232,shaking
-0.5975485458929929,-0.09130556356571562,-0.8513335567653402,shaking
-0.6129950505903886,-0.02164020591430752,-1.3306141555152853,shaking
0.47718384311550577,0.37481401418524385,1.3183146015079323,shaking
0.9789963398322915,1.7640065463518106,0.8788064590998883,shaking
-0.2717788817811137,0.3198319244015496,-0.2978126478036637,shaking
-3.14995368383826,-1.4366453894769788,-5.998648505672774,shaking
-0.3454441149146608,0.165153007286778,-0.46724719290159317,shaking
-0.37383072275499124,0.18262572070649366,-0.32554181936352006,shaking
-0.3322656189305094,0.05287806916392152,-0.7990538327441782,shaking
-0.4003750697154234,0.13833787620316737,-0.23815703632530805,shaking
-0.4057514229802059,0.17973506364142872,-0.29311539022655486,shaking
-0.39900087924516964,0.1503598521500763,-0.25182720789366086,shaking
-0.7008440982242287,0.06278664278365044,-0.4006821699613768,shaking
0.1267477790374902,0.6468502624926618,0.41263923510515843,shaking
-0.40692973846405867,0.16387306164624985,-0.26100892251264196,shaking
-2.3284985240022458,-0.098186121355096,-1.702655386010238,shaking
0.48968049942069886,-0.19621061366098874,0.14022301969963696,shaking
-0.8836165032540284,-0.21965510656572632,-1.6370909514585592,shaking
-0.5490799098561272,-0.2318975944023706,-0.9390294597873576,shaking
0.08745892404597873,0.8147114438914003,0.6474853415419674,shaking
0.5539607463200606,0.6932858762657987,0.3778620537863209,shaking
-0.3319526385158273,0.351350567844922,-0.4776986018731875,shaking
-0.398566958981757,0.16748338949949204,-0.3402718522806846,shaking
-0.1648586740039567,0.3241926515008308,-0.6869975557193454,shaking
-0.3885111738740652,0.18470793967079224,-0.28995801763520423,shaking
-0.09964075353080123,0.8840733937971251,-0.08987255395345585,shaking
-0.409675185879483,0.19964963182170622,-0.32991060619621104,shaking
-0.039514721654581655,0.2628596121308097,1.0532751862583338,shaking
-0.32880185791391253,0.18631938068173662,-0.3376607578249361,shaking
-0.40122463949747533,0.16533819217300927,-0.2906739952120642,shaking
-0.4406163597282984,0.11699301278930875,0.034854162486412085,shaking
-0.39327201323912764,0.17673867094992757,-0.3490235239690624,shaking
-0.5434134329235384,0.4061397097493916,-1.8466316955493625,shaking
-0.48557448660597546,0.05720023468184395,-0.699441358745475,shaking
-0.4013612767796143,0.253365902659102,-0.33091679056019063,shaking
-0.40594135468519316,0.15235920484802315,-0.26442059904842646,shaking
-0.4011795601110889,0.17110810311611255,-0.2623055786389247,shaking
0.7322303396686268,0.6264839362715282,2.0784224367085673,shaking
-3.5864298780670025,-1.64425649705838,0.28673339084138727,shaking
-0.4004093735810556,0.158972026394393,-0.28650717302894096,shaking
